invoice_id,client_name,amount,issue_date,due_date,paid_date,days_to_pay,historical_client_delay,avg_client_amount,relative_amount,days_until_due,is_weekend
201,Holmes Inc,4961.6,2025-09-25,2025-10-10,2025-10-19,24,53.84615384615385,23375.006153846156,0.21226090668573414,15,0
202,Golden Group,10439.34,2025-09-24,2025-11-08,2025-11-06,43,34.95454545454545,26376.188181818183,0.39578653018543897,45,0
203,"Baxter, Villa and Edwards",41608.39,2025-11-27,2026-01-11,2026-01-29,63,51.32786885245902,27042.85131147541,1.5386095763631191,45,0
204,Austin-Burns,37454.69,2026-02-09,2026-04-10,2026-04-06,56,46.93617021276596,25027.96574468085,1.496513555359975,60,0
205,"Bullock, Spears and Dawson",7467.47,2025-07-25,2025-08-09,2025-08-08,14,38.38297872340426,21028.421063829785,0.35511320499685645,15,1
206,"Perez, Schmidt and Hatfield",18605.86,2026-02-23,2026-04-24,2026-04-16,52,42.48979591836735,27635.63102040816,0.673256202699337,60,0
207,Ruiz LLC,23011.91,2025-06-05,2025-06-20,2025-06-19,14,36.333333333333336,26597.913787878788,0.8651772535065136,15,0
208,Austin-Burns,5863.13,2026-01-12,2026-03-13,2026-03-08,55,46.93617021276596,25027.96574468085,0.2342631462665351,60,0
209,"Perez, Schmidt and Hatfield",16736.31,2025-11-11,2026-01-10,2026-02-15,96,42.48979591836735,27635.63102040816,0.6056062185676416,60,0
210,"Guzman, Duarte and Taylor",41280.84,2026-03-10,2026-04-09,2026-03-30,20,30.49019607843137,24701.661764705877,1.6711766355323798,30,0
211,Golden Group,47339.95,2025-05-29,2025-07-28,2025-07-31,63,34.95454545454545,26376.188181818183,1.7947987659806242,60,0
212,Golden Group,44419.34,2026-01-04,2026-03-05,2026-03-21,76,34.95454545454545,26376.188181818183,1.6840697258377708,60,0
213,Duarte Group,47494.35,2026-01-22,2026-03-23,2026-05-05,103,52.048780487804876,21627.400487804876,2.196026749806608,60,0
214,"Baxter, Villa and Edwards",44327.98,2025-12-30,2026-02-28,2026-02-26,58,51.32786885245902,27042.85131147541,1.6391755251484814,60,0
215,Evans Ltd,2119.46,2025-08-03,2025-10-02,2025-09-28,56,44.63265306122449,25183.376734693877,0.08416107269205587,60,0
216,Guerrero Ltd,42844.78,2025-10-09,2025-11-08,2025-11-24,46,46.75,27143.911346153844,1.5784305899625217,30,0
217,Evans Ltd,18254.36,2025-09-12,2025-10-27,2025-10-17,35,44.63265306122449,25183.376734693877,0.7248575197960598,45,1
218,Ruiz LLC,47476.03,2025-10-23,2025-12-07,2025-12-06,44,36.333333333333336,26597.913787878788,1.7849531500337366,45,0
219,Holmes Inc,32154.9,2025-07-05,2025-07-20,2025-07-10,5,53.84615384615385,23375.006153846156,1.3756103330355354,15,1
220,"Miller, Whitehead and Lindsey",49446.63,2026-01-20,2026-02-04,2026-02-01,12,46.84615384615385,26290.750512820512,1.8807614478669095,15,0
221,"Hamilton, Young and Jackson",10754.29,2025-11-23,2025-12-23,2026-01-28,66,50.07017543859649,22890.37894736842,0.4698170364382003,30,0
222,Horton LLC,39537.87,2025-09-06,2025-10-06,2025-10-16,40,62.05128205128205,25709.866923076923,1.537848100042525,30,1
223,"Guzman, Duarte and Taylor",49382.6,2025-12-14,2025-12-29,2025-12-27,13,30.49019607843137,24701.661764705877,1.9991610471550798,15,0
224,"Baxter, Villa and Edwards",33222.35,2025-10-29,2025-12-13,2025-12-12,44,51.32786885245902,27042.85131147541,1.2285076605772842,45,0
225,"Miller, Whitehead and Lindsey",29648.22,2025-05-31,2025-06-30,2025-07-16,46,46.84615384615385,26290.750512820512,1.1277053496644092,30,1
226,"Miller, Whitehead and Lindsey",37215.04,2026-01-12,2026-02-11,2026-02-20,39,46.84615384615385,26290.750512820512,1.4155183581333035,30,0
227,Nichols Inc,22689.62,2025-10-23,2025-11-07,2025-10-31,8,40.24444444444445,26010.245777777774,0.8723339330912897,15,0
228,Guerrero Ltd,47298.07,2025-11-22,2025-12-07,2025-12-22,30,46.75,27143.911346153844,1.7424927968865438,15,1
229,Nguyen Group,3510.86,2025-11-22,2026-01-06,2026-01-06,45,35.81132075471698,24230.044716981134,0.14489696742241195,45,1
230,Mcknight PLC,24768.31,2025-12-10,2026-02-08,2026-02-15,67,49.5625,21329.647708333334,1.16121514704264,60,0
231,Holmes Inc,30610.72,2025-12-06,2025-12-21,2025-12-16,10,53.84615384615385,23375.006153846156,1.3095491739566139,15,1
232,Bailey LLC,29475.55,2025-09-22,2025-10-22,2025-12-02,71,42.25,25788.127794117645,1.1429891396274012,30,0
233,"Bullock, Spears and Dawson",15097.44,2025-05-30,2025-07-29,2025-07-21,52,38.38297872340426,21028.421063829785,0.7179540467718973,60,1
234,Nichols Inc,6163.5,2025-10-20,2025-12-19,2026-02-02,105,40.24444444444445,26010.245777777774,0.2369643121660109,60,0
235,"Baxter, Villa and Edwards",20983.77,2026-04-24,2026-05-24,2026-06-08,45,51.32786885245902,27042.85131147541,0.7759451752447314,30,1
236,Holmes Inc,15971.14,2025-10-11,2025-12-10,2025-12-17,67,53.84615384615385,23375.006153846156,0.6832571463247331,60,1
237,"Bullock, Spears and Dawson",34497.64,2026-02-12,2026-03-29,2026-03-27,43,38.38297872340426,21028.421063829785,1.6405245023050317,45,0
238,Mcknight PLC,5114.89,2025-07-14,2025-07-29,2025-08-04,21,49.5625,21329.647708333334,0.23980189780638764,15,0
239,Evans Ltd,3469.06,2025-10-07,2025-11-21,2025-11-13,37,44.63265306122449,25183.376734693877,0.13775197967081396,45,0
240,"Baxter, Villa and Edwards",18003.1,2026-04-07,2026-05-22,2026-05-16,39,51.32786885245902,27042.85131147541,0.6657249190421178,45,0
241,Smith-Kim,15966.22,2025-10-14,2025-10-29,2025-10-20,6,35.90909090909091,27937.150909090906,0.5715049488029398,15,0
242,Evans Ltd,11600.12,2026-01-20,2026-02-19,2026-03-22,61,44.63265306122449,25183.376734693877,0.46062607577240017,30,0
243,Evans Ltd,6186.82,2026-02-10,2026-03-27,2026-03-22,40,44.63265306122449,25183.376734693877,0.2456707877254891,45,0
244,Austin-Burns,48740.06,2026-04-26,2026-05-26,2026-05-18,22,46.93617021276596,25027.96574468085,1.947423953557178,30,0
245,"Guzman, Duarte and Taylor",41558.31,2026-02-22,2026-03-09,2026-02-27,5,30.49019607843137,24701.661764705877,1.6824094830485925,15,0
246,Austin-Burns,38239.27,2025-11-07,2025-11-22,2026-01-06,60,46.93617021276596,25027.96574468085,1.527861688404577,15,1
247,"Bullock, Spears and Dawson",28532.89,2025-06-15,2025-07-30,2025-08-09,55,38.38297872340426,21028.421063829785,1.3568726778577958,45,0
248,Ruiz LLC,48604.61,2026-03-24,2026-04-08,2026-03-29,5,36.333333333333336,26597.913787878788,1.8273842974162173,15,0
249,Bailey LLC,17374.35,2025-11-24,2025-12-24,2025-12-17,23,42.25,25788.127794117645,0.6737344462812513,30,0
250,Guerrero Ltd,30013.08,2025-10-15,2025-11-29,2025-11-20,36,46.75,27143.911346153844,1.105702108191298,45,0
251,Nguyen Group,2963.24,2026-01-27,2026-02-26,2026-02-17,21,35.81132075471698,24230.044716981134,0.1222961011674598,30,0
252,Bailey LLC,24540.25,2026-03-10,2026-04-24,2026-04-18,39,42.25,25788.127794117645,0.9516103765236386,45,0
253,Holmes Inc,6133.97,2025-12-11,2026-02-09,2026-03-14,93,53.84615384615385,23375.006153846156,0.2624157597918197,60,0
254,Smith-Kim,29860.15,2025-08-11,2025-08-26,2025-08-16,5,35.90909090909091,27937.150909090906,1.0688330423229857,15,0
255,Nichols Inc,49230.06,2025-12-06,2026-01-20,2026-02-15,71,40.24444444444445,26010.245777777774,1.8927179858508068,45,1
256,Nguyen Group,38483.8,2026-03-06,2026-03-21,2026-03-18,12,35.81132075471698,24230.044716981134,1.58826780757154,15,1
257,Austin-Burns,25120.57,2026-01-01,2026-02-15,2026-02-16,46,46.93617021276596,25027.96574468085,1.0037000312475988,45,0
258,Smith-Kim,35331.73,2026-01-15,2026-02-14,2026-03-21,65,35.90909090909091,27937.150909090906,1.264686227846622,30,0
259,Nichols Inc,22092.87,2026-04-17,2026-06-01,2026-06-04,48,40.24444444444445,26010.245777777774,0.8493910510786238,45,1
260,Holmes Inc,21749.57,2025-10-07,2025-10-22,2025-10-13,6,53.84615384615385,23375.006153846156,0.930462642741221,15,0
261,Ruiz LLC,1532.4,2025-09-10,2025-11-09,2025-11-03,54,36.333333333333336,26597.913787878788,0.057613541130370385,60,0
262,"Bullock, Spears and Dawson",23274.8,2025-10-22,2025-11-21,2025-11-12,21,38.38297872340426,21028.421063829785,1.1068258491377714,30,0
263,Guerrero Ltd,12544.17,2026-02-02,2026-02-17,2026-02-24,22,46.75,27143.911346153844,0.4621356826593617,15,0
264,"Hamilton, Young and Jackson",43590.96,2025-07-27,2025-09-25,2025-10-21,86,50.07017543859649,22890.37894736842,1.9043354459193613,60,0
265,"Bullock, Spears and Dawson",4280.78,2025-10-27,2025-11-26,2025-11-24,28,38.38297872340426,21028.421063829785,0.20357115672194773,30,0
266,Evans Ltd,17879.44,2026-01-14,2026-02-13,2026-02-08,25,44.63265306122449,25183.376734693877,0.7099699213635791,30,0
267,Duarte Group,10264.95,2026-04-11,2026-05-11,2026-05-28,47,52.048780487804876,21627.400487804876,0.47462708270409737,30,1
268,"Guzman, Duarte and Taylor",4229.99,2026-02-02,2026-03-04,2026-02-22,20,30.49019607843137,24701.661764705877,0.17124313498794141,30,0
269,Mcknight PLC,22720.81,2026-01-18,2026-03-19,2026-03-10,51,49.5625,21329.647708333334,1.0652220004141537,60,0
270,"Hamilton, Young and Jackson",16148.88,2026-04-26,2026-06-10,2026-05-31,35,50.07017543859649,22890.37894736842,0.7054876652383488,45,0
271,Holmes Inc,15489.61,2025-09-11,2025-09-26,2025-11-06,56,53.84615384615385,23375.006153846156,0.6626569378443273,15,0
272,Austin-Burns,15865.19,2026-04-24,2026-05-09,2026-05-14,20,46.93617021276596,25027.96574468085,0.6338985022532965,15,1
273,Holmes Inc,4298.18,2025-08-23,2025-09-07,2025-09-26,34,53.84615384615385,23375.006153846156,0.18387930987957288,15,1
274,Bailey LLC,47734.46,2026-04-19,2026-06-18,2026-06-10,52,42.25,25788.127794117645,1.851024641303677,60,0
275,Nguyen Group,32765.95,2025-07-08,2025-09-06,2025-08-28,51,35.81132075471698,24230.044716981134,1.3522859896761417,60,0
276,"Bullock, Spears and Dawson",22800.89,2025-07-27,2025-09-25,2025-09-25,60,38.38297872340426,21028.421063829785,1.0842892070113135,60,0
277,"Bullock, Spears and Dawson",2437.54,2025-12-29,2026-01-13,2026-01-11,13,38.38297872340426,21028.421063829785,0.11591645386028165,15,0
278,Holmes Inc,8357.94,2025-07-24,2025-09-22,2025-11-01,100,53.84615384615385,23375.006153846156,0.3575588363481467,60,0
279,Guerrero Ltd,34105.44,2025-10-30,2025-12-14,2026-01-05,67,46.75,27143.911346153844,1.2564674105020819,45,0
280,Nguyen Group,28119.18,2025-08-13,2025-09-27,2025-10-04,52,35.81132075471698,24230.044716981134,1.1605087951114363,45,0
281,Ruiz LLC,48238.3,2026-01-12,2026-02-26,2026-02-16,35,36.333333333333336,26597.913787878788,1.8136121646496643,45,0
282,"Guzman, Duarte and Taylor",33348.8,2026-04-20,2026-05-20,2026-05-11,21,30.49019607843137,24701.661764705877,1.3500630167177372,30,0
283,Guerrero Ltd,19901.92,2025-10-15,2025-11-29,2025-11-19,35,46.75,27143.911346153844,0.7332001547676732,45,0
284,"Guzman, Duarte and Taylor",32352.92,2026-04-28,2026-05-13,2026-05-07,9,30.49019607843137,24701.661764705877,1.3097467007756685,15,0
285,"Bullock, Spears and Dawson",45666.18,2025-09-18,2025-10-18,2025-10-08,20,38.38297872340426,21028.421063829785,2.1716409359211815,30,0
286,Bailey LLC,18448.58,2026-05-08,2026-07-07,2026-07-07,60,42.25,25788.127794117645,0.7153904365328988,60,1
287,"Morgan, Schultz and Weaver",10004.26,2025-07-03,2025-08-02,2025-09-03,62,54.25,27012.770625,0.37035297633413344,30,0
288,Duarte Group,25630.64,2025-12-27,2026-01-26,2026-02-02,37,52.048780487804876,21627.400487804876,1.1851003551930546,30,1
289,"Baxter, Villa and Edwards",6986.93,2025-06-08,2025-06-23,2025-06-14,6,51.32786885245902,27042.85131147541,0.2583651375931337,15,0
290,Ruiz LLC,40547.66,2026-02-17,2026-03-19,2026-03-10,21,36.333333333333336,26597.913787878788,1.524467682817981,30,0
291,"Morgan, Schultz and Weaver",33979.96,2025-08-24,2025-10-23,2025-11-16,84,54.25,27012.770625,1.2579220573750383,60,0
292,"Perez, Schmidt and Hatfield",12083.15,2026-01-22,2026-03-23,2026-03-16,53,42.48979591836735,27635.63102040816,0.4372308340300579,60,0
293,"Perez, Schmidt and Hatfield",45246.73,2025-07-01,2025-08-15,2025-08-08,38,42.48979591836735,27635.63102040816,1.6372606063015722,45,0
294,Horton LLC,49229.77,2025-12-31,2026-02-14,2026-03-23,82,62.05128205128205,25709.866923076923,1.9148201018423725,45,0
295,Holmes Inc,26609.26,2025-09-09,2025-10-24,2025-10-16,37,53.84615384615385,23375.006153846156,1.1383637644784823,45,0
296,"Morgan, Schultz and Weaver",43713.6,2026-02-20,2026-03-22,2026-03-20,28,54.25,27012.770625,1.6182568092272467,30,1
297,Nguyen Group,46747.53,2026-04-24,2026-06-23,2026-06-15,52,35.81132075471698,24230.044716981134,1.9293208306478256,60,1
298,Nichols Inc,14003.17,2025-10-02,2025-10-17,2025-10-15,13,40.24444444444445,26010.245777777774,0.5383713064320141,15,0
299,Nichols Inc,47347.46,2025-09-01,2025-10-01,2025-09-30,29,40.24444444444445,26010.245777777774,1.820338815885084,30,0
300,"Perez, Schmidt and Hatfield",21037.4,2025-06-26,2025-08-25,2025-08-25,60,42.48979591836735,27635.63102040816,0.7612418903865251,60,0
301,Ruiz LLC,19058.18,2026-01-28,2026-03-14,2026-03-13,44,36.333333333333336,26597.913787878788,0.7165291290133139,45,0
302,"Miller, Whitehead and Lindsey",17096.87,2026-03-09,2026-04-23,2026-04-13,35,46.84615384615385,26290.750512820512,0.650299807594417,45,0
303,Duarte Group,34955.56,2025-05-21,2025-06-20,2025-07-21,61,52.048780487804876,21627.400487804876,1.6162626673376914,30,0
304,Duarte Group,45339.95,2026-02-09,2026-04-10,2026-04-11,61,52.048780487804876,21627.400487804876,2.0964123739959413,60,0
305,"Miller, Whitehead and Lindsey",27665.81,2025-06-15,2025-07-30,2025-08-09,55,46.84615384615385,26290.750512820512,1.0523020248702657,45,0
306,"Guzman, Duarte and Taylor",12263.19,2026-01-26,2026-03-27,2026-03-23,56,30.49019607843137,24701.661764705877,0.4964520248399579,60,0
307,Evans Ltd,39798.01,2025-06-10,2025-06-25,2025-08-05,56,44.63265306122449,25183.376734693877,1.5803285802087168,15,0
308,Holmes Inc,30038.58,2025-12-15,2025-12-30,2026-01-31,47,53.84615384615385,23375.006153846156,1.2850726028603596,15,0
309,"Miller, Whitehead and Lindsey",21747.33,2025-05-24,2025-06-23,2025-06-19,26,46.84615384615385,26290.750512820512,0.8271855909702942,30,1
310,"Guzman, Duarte and Taylor",9772.04,2026-03-30,2026-05-14,2026-05-08,39,30.49019607843137,24701.661764705877,0.3956025344805929,45,0
311,Bailey LLC,27432.06,2025-07-17,2025-08-31,2025-10-04,79,42.25,25788.127794117645,1.0637476368585912,45,0
312,Nichols Inc,2654.95,2025-08-12,2025-08-27,2025-08-20,8,40.24444444444445,26010.245777777774,0.1020732377034397,15,0
313,Ruiz LLC,18176.15,2025-06-05,2025-07-20,2025-07-20,45,36.333333333333336,26597.913787878788,0.6833675056230629,45,0
314,Bailey LLC,31598.72,2025-09-08,2025-10-23,2025-12-05,88,42.25,25788.127794117645,1.2253204362981236,45,0
315,"Hamilton, Young and Jackson",27527.68,2025-10-13,2025-11-27,2025-12-20,68,50.07017543859649,22890.37894736842,1.2025873430620817,45,0
316,"Morgan, Schultz and Weaver",31770.92,2026-01-25,2026-03-26,2026-03-19,53,54.25,27012.770625,1.1761444407556028,60,0
317,Duarte Group,2330.7,2025-09-08,2025-09-23,2025-09-16,8,52.048780487804876,21627.400487804876,0.10776607208592731,15,0
318,Horton LLC,16121.99,2026-01-14,2026-01-29,2026-02-01,18,62.05128205128205,25709.866923076923,0.6270740353591274,15,0
319,Golden Group,23933.29,2026-03-08,2026-05-07,2026-04-29,52,34.95454545454545,26376.188181818183,0.9073824403670984,60,0
320,Nguyen Group,43357.01,2025-11-12,2025-12-12,2025-12-12,30,35.81132075471698,24230.044716981134,1.7893904244268326,30,0
321,"Bullock, Spears and Dawson",22129.09,2026-05-08,2026-06-22,2026-07-16,69,38.38297872340426,21028.421063829785,1.0523419677031023,45,1
322,Ruiz LLC,17282.31,2026-01-13,2026-03-14,2026-03-08,54,36.333333333333336,26597.913787878788,0.6497618624463661,60,0
323,"Morgan, Schultz and Weaver",46253.37,2025-09-10,2025-11-09,2025-11-04,55,54.25,27012.770625,1.7122778941154986,60,0
324,Nichols Inc,4406.89,2025-12-21,2026-02-04,2026-01-29,39,40.24444444444445,26010.245777777774,0.16942900261884838,45,0
325,"Guzman, Duarte and Taylor",5578.6,2025-09-13,2025-10-13,2025-10-08,25,30.49019607843137,24701.661764705877,0.22583905702938545,30,1
326,"Bullock, Spears and Dawson",36024.31,2025-08-28,2025-10-12,2025-10-03,36,38.38297872340426,21028.421063829785,1.7131248176290368,45,0
327,"Morgan, Schultz and Weaver",36477.31,2025-10-17,2025-12-16,2025-12-19,63,54.25,27012.770625,1.3503727739145972,60,1
328,Guerrero Ltd,4214.54,2025-10-09,2025-12-08,2025-12-12,64,46.75,27143.911346153844,0.15526649590966848,60,0
329,Ruiz LLC,8419.34,2026-03-11,2026-04-25,2026-04-15,35,36.333333333333336,26597.913787878788,0.31654136738486854,45,0
330,"Miller, Whitehead and Lindsey",39174.94,2025-12-02,2026-01-01,2025-12-22,20,46.84615384615385,26290.750512820512,1.49006548827492,30,0
331,Nguyen Group,18633.26,2025-10-26,2025-11-25,2026-01-06,72,35.81132075471698,24230.044716981134,0.7690146765161047,30,0
332,Ruiz LLC,22771.17,2026-01-05,2026-01-20,2026-01-10,5,36.333333333333336,26597.913787878788,0.8561261676988097,15,0
333,Guerrero Ltd,28909.13,2025-11-07,2025-12-22,2025-12-27,50,46.75,27143.911346153844,1.0650318456811598,45,1
334,Nichols Inc,14295.14,2025-11-17,2026-01-01,2025-12-22,35,40.24444444444445,26010.245777777774,0.5495964983234898,45,0
335,Evans Ltd,26128.39,2025-12-20,2026-01-04,2025-12-28,8,44.63265306122449,25183.376734693877,1.03752528007907,15,1
336,"Baxter, Villa and Edwards",35349.87,2025-05-17,2025-06-01,2025-06-18,32,51.32786885245902,27042.85131147541,1.307179838133399,15,1
337,Horton LLC,10408.83,2026-04-26,2026-06-10,2026-07-12,77,62.05128205128205,25709.866923076923,0.404857404791043,45,0
338,Duarte Group,49864.49,2025-12-06,2025-12-21,2026-01-19,44,52.048780487804876,21627.400487804876,2.3056164344909265,15,1
339,"Bullock, Spears and Dawson",27337.48,2026-04-12,2026-05-27,2026-05-19,37,38.38297872340426,21028.421063829785,1.300025328436199,45,0
340,Golden Group,9117.5,2025-10-24,2025-11-23,2025-11-13,20,34.95454545454545,26376.188181818183,0.34567163144085156,30,1
341,Guerrero Ltd,39707.25,2025-12-29,2026-01-28,2026-02-10,43,46.75,27143.911346153844,1.4628418687945028,30,0
342,"Perez, Schmidt and Hatfield",28827.73,2026-02-19,2026-04-20,2026-05-26,96,42.48979591836735,27635.63102040816,1.043136303951645,60,0
343,Holmes Inc,3754.53,2025-09-18,2025-10-18,2025-10-24,36,53.84615384615385,23375.006153846156,0.16062156199185534,30,0
344,Ruiz LLC,41255.3,2025-08-17,2025-10-16,2025-10-10,54,36.333333333333336,26597.913787878788,1.551072776948427,60,0
345,Bailey LLC,4171.17,2025-07-31,2025-08-30,2025-08-20,20,42.25,25788.127794117645,0.16174768611746437,30,0
346,Holmes Inc,32169.8,2025-07-15,2025-08-29,2025-10-04,81,53.84615384615385,23375.006153846156,1.376247766022801,45,0
347,"Morgan, Schultz and Weaver",41653.84,2025-11-22,2025-12-22,2025-12-26,34,54.25,27012.770625,1.542005467645361,30,1
348,Nichols Inc,16471.71,2025-06-27,2025-07-27,2025-07-25,28,40.24444444444445,26010.245777777774,0.6332777529565999,30,1
349,"Perez, Schmidt and Hatfield",44798.83,2025-09-02,2025-10-17,2025-10-09,37,42.48979591836735,27635.63102040816,1.6210532687644181,45,0
350,Bailey LLC,14085.33,2025-08-30,2025-10-14,2025-11-19,81,42.25,25788.127794117645,0.5461943617020895,45,1
351,Golden Group,29794.52,2025-06-08,2025-06-23,2025-06-21,13,34.95454545454545,26376.188181818183,1.1295991594622519,15,0
352,"Hamilton, Young and Jackson",36171.32,2026-01-06,2026-02-05,2026-03-17,70,50.07017543859649,22890.37894736842,1.5801975180563106,30,0
353,"Guzman, Duarte and Taylor",2539.12,2025-09-02,2025-10-17,2025-10-08,36,30.49019607843137,24701.661764705877,0.10279146497050391,45,0
354,"Miller, Whitehead and Lindsey",38665.61,2025-06-06,2025-06-21,2025-08-02,57,46.84615384615385,26290.750512820512,1.4706925152686292,15,1
355,Austin-Burns,31096.37,2026-03-09,2026-04-08,2026-04-02,24,46.93617021276596,25027.96574468085,1.2424649417066131,30,0
356,"Miller, Whitehead and Lindsey",14838.75,2025-12-21,2026-02-19,2026-02-11,52,46.84615384615385,26290.750512820512,0.5644095246639681,60,0
357,Golden Group,20601.58,2026-03-31,2026-05-30,2026-05-20,50,34.95454545454545,26376.188181818183,0.7810673725099226,60,0
358,Holmes Inc,22260.47,2026-04-12,2026-04-27,2026-04-25,13,53.84615384615385,23375.006153846156,0.9523193214790762,15,0
359,Mcknight PLC,7611.6,2025-10-17,2025-12-16,2026-01-24,99,49.5625,21329.647708333334,0.3568554016495174,60,1
360,"Bullock, Spears and Dawson",38152.92,2025-08-06,2025-09-20,2025-09-18,43,38.38297872340426,21028.421063829785,1.8143502017669522,45,0
361,Nichols Inc,6564.83,2025-06-19,2025-07-04,2025-06-27,8,40.24444444444445,26010.245777777774,0.2523940010443406,15,0
362,Holmes Inc,14865.49,2025-10-05,2025-11-04,2025-11-08,34,53.84615384615385,23375.006153846156,0.635956624018001,30,0
363,Ruiz LLC,40767.15,2025-09-03,2025-11-02,2025-10-31,58,36.333333333333336,26597.913787878788,1.5327198337855514,60,0
364,"Hamilton, Young and Jackson",25164.14,2026-02-25,2026-04-11,2026-04-22,56,50.07017543859649,22890.37894736842,1.0993326085976827,45,0
365,Nichols Inc,25119.83,2025-12-16,2026-02-14,2026-02-10,56,40.24444444444445,26010.245777777774,0.9657667295655271,60,0
366,Bailey LLC,11149.65,2025-07-06,2025-09-04,2025-09-01,57,42.25,25788.127794117645,0.4323559309545252,60,0
367,Guerrero Ltd,30077.18,2025-11-02,2025-11-17,2025-12-19,47,46.75,27143.911346153844,1.1080635954207014,15,0
368,Mcknight PLC,21830.92,2025-12-29,2026-02-12,2026-02-11,44,49.5625,21329.647708333334,1.0235011988252773,45,0
369,Austin-Burns,2739.5,2025-12-16,2026-01-30,2026-01-25,40,46.93617021276596,25027.96574468085,0.10945755751572504,45,0
370,Nguyen Group,4139.82,2025-08-22,2025-09-21,2025-09-17,26,35.81132075471698,24230.044716981134,0.17085482294214221,30,1
371,Nichols Inc,41352.91,2026-02-16,2026-04-17,2026-04-13,56,40.24444444444445,26010.245777777774,1.5898700209642176,60,0
372,"Guzman, Duarte and Taylor",19998.23,2026-03-23,2026-04-07,2026-04-06,14,30.49019607843137,24701.661764705877,0.8095904717055832,15,0
373,"Bullock, Spears and Dawson",30321.92,2025-10-13,2025-11-27,2025-11-24,42,38.38297872340426,21028.421063829785,1.4419494410902596,45,0
374,Ruiz LLC,35822.8,2026-03-21,2026-04-05,2026-04-14,24,36.333333333333336,26597.913787878788,1.346827434876685,15,1
375,Mcknight PLC,7419.16,2025-09-23,2025-11-22,2025-12-25,93,49.5625,21329.647708333334,0.34783321794393207,60,0
376,"Guzman, Duarte and Taylor",37096.31,2025-10-02,2025-11-16,2025-11-07,36,30.49019607843137,24701.661764705877,1.5017738625586634,45,0
377,Golden Group,26850.82,2026-04-04,2026-05-19,2026-05-11,37,34.95454545454545,26376.188181818183,1.0179947085192922,45,1
378,"Hamilton, Young and Jackson",18733.71,2025-06-21,2025-08-05,2025-08-07,47,50.07017543859649,22890.37894736842,0.8184097800684821,45,1
379,Evans Ltd,1819.03,2025-12-04,2026-02-02,2026-01-23,50,44.63265306122449,25183.376734693877,0.07223137783163183,60,0
380,Mcknight PLC,29092.9,2025-10-11,2025-11-25,2025-11-16,36,49.5625,21329.647708333334,1.3639653311589213,45,1
381,Nguyen Group,36198.55,2025-08-09,2025-10-08,2025-09-28,50,35.81132075471698,24230.044716981134,1.4939530827456948,60,1
382,Ruiz LLC,2062.74,2025-11-03,2025-12-03,2025-11-30,27,36.333333333333336,26597.913787878788,0.07755269892408,30,0
383,Evans Ltd,21229.62,2026-02-23,2026-03-25,2026-04-15,51,44.63265306122449,25183.376734693877,0.8430013267741421,30,0
384,Smith-Kim,46065.79,2026-04-19,2026-05-19,2026-05-10,21,35.90909090909091,27937.150909090906,1.6489079416115382,30,0
385,Nguyen Group,16589.95,2026-01-22,2026-02-21,2026-02-13,22,35.81132075471698,24230.044716981134,0.6846850756479732,30,0
386,Mcknight PLC,23253.34,2025-05-13,2025-07-12,2025-07-24,72,49.5625,21329.647708333334,1.0901886574955053,60,0
387,"Baxter, Villa and Edwards",38713.49,2025-07-01,2025-08-15,2025-09-28,89,51.32786885245902,27042.85131147541,1.4315609531740556,45,0
388,Austin-Burns,14310.82,2026-01-02,2026-03-03,2026-03-19,76,46.93617021276596,25027.96574468085,0.5717931751221712,60,1
389,Golden Group,38673.13,2026-02-24,2026-03-26,2026-03-22,26,34.95454545454545,26376.188181818183,1.4662137581600372,30,0
390,Horton LLC,28244.14,2025-08-26,2025-10-25,2025-11-17,83,62.05128205128205,25709.866923076923,1.0985720029008916,60,0
391,Austin-Burns,27387.95,2026-02-12,2026-03-29,2026-05-12,89,46.93617021276596,25027.96574468085,1.094293890258369,45,0
392,Ruiz LLC,14877.41,2025-12-01,2026-01-15,2026-01-13,43,36.333333333333336,26597.913787878788,0.5593449967034609,45,0
393,Golden Group,32970.62,2025-08-18,2025-09-02,2025-08-26,8,34.95454545454545,26376.188181818183,1.2500145878822453,15,0
394,Mcknight PLC,13921.07,2026-05-03,2026-06-02,2026-07-07,65,49.5625,21329.647708333334,0.6526629126912932,30,0
395,"Baxter, Villa and Edwards",37174.1,2025-12-29,2026-02-12,2026-03-24,85,51.32786885245902,27042.85131147541,1.3746368521512182,45,0
396,"Perez, Schmidt and Hatfield",11670.75,2025-09-01,2025-10-01,2025-11-04,64,42.48979591836735,27635.63102040816,0.42230807001951465,30,0
397,"Perez, Schmidt and Hatfield",36009.22,2026-02-24,2026-03-11,2026-04-02,37,42.48979591836735,27635.63102040816,1.302999738757844,15,0
398,Evans Ltd,48906.58,2025-12-20,2026-01-19,2026-02-24,66,44.63265306122449,25183.376734693877,1.9420183605729036,30,1
399,"Morgan, Schultz and Weaver",24133.7,2026-04-09,2026-06-08,2026-06-01,53,54.25,27012.770625,0.8934181663566397,60,0
400,Horton LLC,3428.55,2025-12-12,2026-01-26,2026-03-09,87,62.05128205128205,25709.866923076923,0.13335541604544704,45,1
401,Bailey LLC,45704.87,2026-02-25,2026-03-27,2026-03-27,30,42.25,25788.127794117645,1.7723221462562098,30,0
402,"Morgan, Schultz and Weaver",46729.17,2025-08-07,2025-10-06,2025-10-04,58,54.25,27012.770625,1.7298917852118694,60,0
